"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000919","000000437","2024-12-31","Cục cảnh sát quản lý về trật tự xã hội","Thi Cletus",,"2000-07-01","Kon Tum","Hà Nam","Hoa",,,"2023-11-20","Số 438 tổ dân phố 7 phường La Khê","false"
"00000000920","000000437","2024-06-17","Cục cảnh sát quản lý về trật tự xã hội","Vân Sherri",,"2000-07-27","Vĩnh Phúc","Đồng Tháp","Tày",,,"2024-05-22","Số 438 tổ dân phố 7 phường La Khê","false"
"00000000921","000000437","2022-06-03","Cục cảnh sát quản lý về trật tự xã hội","Thi Lâm",,"2022-06-03","Hà Nội","Hà Nội","Hoa",,,"2024-05-27","Số 438 tổ dân phố 7 phường La Khê","false"
"00000000922","000000437","2023-08-10","Cục cảnh sát quản lý về trật tự xã hội","Thi Đinh",,"2023-08-10","Hà Nội","Hà Nội","Hoa",,,"2024-11-22","Số 438 tổ dân phố 7 phường La Khê","false"
"00000000923","000000438","2023-12-29","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Clemente",,"1975-05-10","Đồng Tháp","Hà Nam","Tày",,,"2020-07-01","Số 439 tổ dân phố 7 phường La Khê","false"
"00000000924","000000438","2024-12-29","Cục cảnh sát quản lý về trật tự xã hội","Tô Jeannine",,"1975-06-12","Thanh Hóa","Hà Tây","Kinh",,,"2020-11-08","Số 439 tổ dân phố 7 phường La Khê","true"
"00000000925","000000438","2022-12-25","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Ngô",,"1998-07-21","Hà Nội","Hà Nội","Tày",,,"2021-03-01","Số 439 tổ dân phố 7 phường La Khê","false"
"00000000926","000000439","2024-11-01","Cục cảnh sát quản lý về trật tự xã hội","Trương Nick",,"2000-06-15","Lai Châu","Ninh Thuận","Gia Rai",,,"2007-06-26","Số 440 tổ dân phố 7 phường La Khê","false"
"00000000927","000000439","2023-02-21","Cục cảnh sát quản lý về trật tự xã hội","Trương Phùng",,"2023-02-21","Hà Nội","Hà Nội","Gia Rai",,,"2023-03-27","Số 440 tổ dân phố 7 phường La Khê","false"
"00000000928","000000440","2024-06-10","Cục cảnh sát quản lý về trật tự xã hội","Nhung Benjamin",,"1980-07-13","Bà Rịa Vũng Tàu","Điện Biên","Thái",,,"2003-07-23","Số 441 tổ dân phố 7 phường La Khê","false"
"00000000929","000000440","2022-05-13","Cục cảnh sát quản lý về trật tự xã hội","Phạm Giselle",,"1980-12-10","Hà Nam","Vĩnh Phúc","Hoa",,,"2007-10-06","Số 441 tổ dân phố 7 phường La Khê","false"
"00000000930","000000440","2022-04-16","Cục cảnh sát quản lý về trật tự xã hội","Nhung Đào",,"2004-06-07","Hà Nội","Hà Nội","Thái",,,"2015-09-18","Số 441 tổ dân phố 7 phường La Khê","false"
"00000000931","000000441","2023-04-28","Cục cảnh sát quản lý về trật tự xã hội","Đào Gilbert",,"1993-03-16","Bắc Giang","Bình Thuận","Kinh",,,"2023-11-16","Số 442 tổ dân phố 7 phường La Khê","false"
"00000000932","000000441","2024-09-07","Cục cảnh sát quản lý về trật tự xã hội","Khoa Caitlyn",,"1993-12-17","Lâm Đồng","Bến Tre","Nùng",,,"2024-07-23","Số 442 tổ dân phố 7 phường La Khê","false"
"00000000933","000000441","2023-06-07","Cục cảnh sát quản lý về trật tự xã hội","Đào Hồ",,"2017-02-18","Hà Nội","Hà Nội","Kinh",,,"2024-08-18","Số 442 tổ dân phố 7 phường La Khê","true"
"00000000934","000000441","2022-05-14","Cục cảnh sát quản lý về trật tự xã hội","Đào Vũ",,"2015-04-17","Hà Nội","Hà Nội","Kinh",,,"2024-08-21","Số 442 tổ dân phố 7 phường La Khê","false"
"00000000935","000000442","2023-10-30","Cục cảnh sát quản lý về trật tự xã hội","Trần Elisha",,"1979-01-10","Tuyên Quang","Bắc Giang","H'Mông",,,"2017-02-21","Số 443 tổ dân phố 7 phường La Khê","false"
"00000000936","000000442","2024-09-12","Cục cảnh sát quản lý về trật tự xã hội","Trần Bùi",,"2000-04-11","Hà Nội","Hà Nội","H'Mông",,,"2022-12-28","Số 443 tổ dân phố 7 phường La Khê","false"
"00000000937","000000442","2022-03-10","Cục cảnh sát quản lý về trật tự xã hội","Trần Trương",,"2000-08-03","Hà Nội","Hà Nội","H'Mông",,,"2023-07-17","Số 443 tổ dân phố 7 phường La Khê","false"
"00000000938","000000443","2023-06-24","Cục cảnh sát quản lý về trật tự xã hội","Đào Silas",,"1955-06-19","Điện Biên","Hà Nam","Mường",,,"1993-12-29","Số 444 tổ dân phố 7 phường La Khê","false"
"00000000939","000000443","2023-06-12","Cục cảnh sát quản lý về trật tự xã hội","Đào Lý",,"1976-11-25","Hà Nội","Hà Nội","Mường",,,"2005-07-10","Số 444 tổ dân phố 7 phường La Khê","false"
"00000000940","000000443","2022-05-18","Cục cảnh sát quản lý về trật tự xã hội","Đào Trương",,"1975-11-29","Hà Nội","Hà Nội","Mường",,,"2012-12-21","Số 444 tổ dân phố 7 phường La Khê","true"
"00000000941","000000444","2022-09-02","Cục cảnh sát quản lý về trật tự xã hội","Trinh Scotty",,"1996-11-30","Phú Thọ","Phú Thọ","Dao",,,"1998-11-17","Số 445 tổ dân phố 7 phường La Khê","false"
"00000000942","000000445","2022-03-22","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Spencer",,"1973-05-19","Tuyên Quang","Quảng Nam","Khmer",,,"1999-02-07","Số 446 tổ dân phố 7 phường La Khê","false"
"00000000943","000000445","2023-12-14","Cục cảnh sát quản lý về trật tự xã hội","Nam Marsha",,"1974-03-14","Quảng Trị","Kiên Giang","Kinh",,,"2009-08-08","Số 446 tổ dân phố 7 phường La Khê","false"
"00000000944","000000445","2024-01-05","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Lý",,"1996-07-13","Hà Nội","Hà Nội","Khmer",,,"2024-09-29","Số 446 tổ dân phố 7 phường La Khê","false"
"00000000945","000000446","2023-05-26","Cục cảnh sát quản lý về trật tự xã hội","Hiền Dexter",,"1962-05-25","Quảng Bình","Quảng Ngãi","Kinh",,,"2018-03-29","Số 447 tổ dân phố 7 phường La Khê","false"
"00000000946","000000446","2022-12-10","Cục cảnh sát quản lý về trật tự xã hội","Hiền Đặng",,"1985-08-10","Hà Nội","Hà Nội","Kinh",,,"2021-11-10","Số 447 tổ dân phố 7 phường La Khê","false"
"00000000947","000000447","2023-12-03","Cục cảnh sát quản lý về trật tự xã hội","Hồ Hilton",,"1956-01-20","Bắc Ninh","TP Cần Thơ","Khmer",,,"2012-01-31","Số 448 tổ dân phố 7 phường La Khê","false"
"00000000948","000000447","2024-08-17","Cục cảnh sát quản lý về trật tự xã hội","Đức Daria",,"1956-08-03","Hà Giang","Hậu Giang","Thái",,,"2018-11-01","Số 448 tổ dân phố 7 phường La Khê","false"
"00000000949","000000447","2022-02-02","Cục cảnh sát quản lý về trật tự xã hội","Hồ Phạm",,"1976-10-14","Hà Nội","Hà Nội","Khmer",,,"2019-04-30","Số 448 tổ dân phố 7 phường La Khê","true"
"00000000950","000000448","2024-03-31","Cục cảnh sát quản lý về trật tự xã hội","Vinh Desmond",,"1980-09-16","Tuyên Quang","Gia Lai","Dao",,,"2021-11-15","Số 449 tổ dân phố 7 phường La Khê","false"
"00000000951","000000448","2024-08-04","Cục cảnh sát quản lý về trật tự xã hội","Vinh Dương",,"2002-04-02","Hà Nội","Hà Nội","Dao",,,"2023-05-12","Số 449 tổ dân phố 7 phường La Khê","false"
"00000000952","000000449","2024-01-30","Cục cảnh sát quản lý về trật tự xã hội","Bùi Gus",,"1957-12-20","Bình Định","Bắc Giang","Tày",,,"2024-02-20","Số 450 tổ dân phố 7 phường La Khê","false"
"00000000953","000000449","2023-09-23","Cục cảnh sát quản lý về trật tự xã hội","Như Alejandra",,"1958-01-15","Cà Mau","Thanh Hóa","Gia Rai",,,"2024-07-25","Số 450 tổ dân phố 7 phường La Khê","false"
"00000000954","000000449","2022-11-22","Cục cảnh sát quản lý về trật tự xã hội","Bùi Phùng",,"1978-02-07","Hà Nội","Hà Nội","Tày",,,"2024-12-01","Số 450 tổ dân phố 7 phường La Khê","false"
"00000000955","000000449","2024-12-13","Cục cảnh sát quản lý về trật tự xã hội","Bùi Lý",,"1981-03-10","Hà Nội","Hà Nội","Tày",,,"2024-12-25","Số 450 tổ dân phố 7 phường La Khê","true"
"00000000956","000000450","2024-11-20","Cục cảnh sát quản lý về trật tự xã hội","Dung Efrain",,"1966-04-02","Ninh Bình","Đồng Tháp","Thái",,,"2004-09-10","Số 451 tổ dân phố 7 phường La Khê","false"
"00000000957","000000450","2022-11-16","Cục cảnh sát quản lý về trật tự xã hội","Tăng Roseann",,"1967-03-05","Hà Tĩnh","Tiền Giang","Nùng",,,"2009-10-21","Số 451 tổ dân phố 7 phường La Khê","false"
"00000000958","000000451","2022-05-31","Cục cảnh sát quản lý về trật tự xã hội","Phùng Herb",,"1966-12-01","Lào Cai","Tiền Giang","Gia Rai",,,"2011-09-01","Số 452 tổ dân phố 7 phường La Khê","false"
"00000000959","000000452","2022-11-11","Cục cảnh sát quản lý về trật tự xã hội","Ngô Abe",,"1961-04-01","Kiên Giang","Hưng Yên","Khmer",,,"1993-03-27","Số 453 tổ dân phố 7 phường La Khê","false"
"00000000960","000000453","2022-11-08","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Dana",,"1972-04-29","Hòa Bình","Quảng Nam","Tày",,,"2023-02-24","Số 454 tổ dân phố 7 phường La Khê","false"
"00000000961","000000453","2022-10-29","Cục cảnh sát quản lý về trật tự xã hội","Thảo Golden",,"1972-11-27","Gia Lai","Bến Tre","H'Mông",,,"2024-04-14","Số 454 tổ dân phố 7 phường La Khê","false"
"00000000962","000000453","2024-04-06","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Vương",,"1993-09-27","Hà Nội","Hà Nội","Tày",,,"2024-07-20","Số 454 tổ dân phố 7 phường La Khê","true"
"00000000963","000000453","2024-06-12","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Trần",,"1993-11-26","Hà Nội","Hà Nội","Tày",,,"2024-11-30","Số 454 tổ dân phố 7 phường La Khê","false"
"00000000964","000000454","2024-01-29","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Santo",,"1963-04-15","Lai Châu","Hà Giang","Hoa",,,"2005-09-04","Số 455 tổ dân phố 7 phường La Khê","false"
"00000000965","000000454","2024-05-26","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Phan",,"1984-04-08","Hà Nội","Hà Nội","Hoa",,,"2023-11-22","Số 455 tổ dân phố 7 phường La Khê","false"
"00000000966","000000454","2024-10-13","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Vương",,"1986-10-19","Hà Nội","Hà Nội","Hoa",,,"2024-01-07","Số 455 tổ dân phố 7 phường La Khê","false"
"00000000967","000000455","2022-04-20","Cục cảnh sát quản lý về trật tự xã hội","Thi Judson",,"1994-07-07","Tây Ninh","Ninh Bình","Nùng",,,"2017-05-12","Số 456 tổ dân phố 7 phường La Khê","false"
"00000000968","000000456","2023-09-20","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Chet",,"1986-07-15","Bến Tre","Bạc Liêu","Thái",,,"2002-09-07","Số 457 tổ dân phố 7 phường La Khê","false"
"00000000969","000000456","2024-03-27","Cục cảnh sát quản lý về trật tự xã hội","Phú Devon",,"1987-04-22","Bắc Ninh","Gia Lai","Mường",,,"2013-08-14","Số 457 tổ dân phố 7 phường La Khê","false"
"00000000970","000000457","2023-12-10","Cục cảnh sát quản lý về trật tự xã hội","Mai Frances",,"1958-03-09","Hà Nam","Điện Biên","Kinh",,,"2020-07-01","Số 458 tổ dân phố 7 phường La Khê","false"
"00000000971","000000458","2024-05-18","Cục cảnh sát quản lý về trật tự xã hội","Hoàng Julio",,"1973-09-04","Hòa Bình","Nghệ An","Nùng",,,"2011-02-15","Số 459 tổ dân phố 7 phường La Khê","false"
"00000000972","000000458","2024-05-29","Cục cảnh sát quản lý về trật tự xã hội","Như Noma",,"1973-11-14","Quảng Trị","Hà Giang","Gia Rai",,,"2018-03-30","Số 459 tổ dân phố 7 phường La Khê","false"
"00000000973","000000458","2024-05-25","Cục cảnh sát quản lý về trật tự xã hội","Hoàng Vương",,"1997-02-27","Hà Nội","Hà Nội","Nùng",,,"2022-06-24","Số 459 tổ dân phố 7 phường La Khê","true"
"00000000974","000000459","2022-10-14","Cục cảnh sát quản lý về trật tự xã hội","Thắm Shannon",,"1964-02-01","Bắc Ninh","Phú Thọ","Khmer",,,"2022-06-26","Số 460 tổ dân phố 7 phường La Khê","false"
"00000000975","000000459","2023-11-03","Cục cảnh sát quản lý về trật tự xã hội","Kha Lisbeth",,"1964-12-16","Vĩnh Phúc","Bình Định","Tày",,,"2023-08-16","Số 460 tổ dân phố 7 phường La Khê","false"
"00000000976","000000459","2023-11-23","Cục cảnh sát quản lý về trật tự xã hội","Thắm Trần",,"1985-05-12","Hà Nội","Hà Nội","Khmer",,,"2024-06-02","Số 460 tổ dân phố 7 phường La Khê","false"
"00000000977","000000459","2022-12-21","Cục cảnh sát quản lý về trật tự xã hội","Thắm Đỗ",,"1987-06-01","Hà Nội","Hà Nội","Khmer",,,"2024-11-21","Số 460 tổ dân phố 7 phường La Khê","false"
"00000000978","000000460","2023-08-18","Cục cảnh sát quản lý về trật tự xã hội","Hải Mickey",,"1982-03-10","Vĩnh Phúc","Gia Lai","Dao",,,"2021-04-21","Số 461 tổ dân phố 7 phường La Khê","false"
"00000000979","000000460","2023-12-28","Cục cảnh sát quản lý về trật tự xã hội","Hải Trần",,"2003-05-10","Hà Nội","Hà Nội","Dao",,,"2023-01-09","Số 461 tổ dân phố 7 phường La Khê","false"
"00000000980","000000460","2024-10-31","Cục cảnh sát quản lý về trật tự xã hội","Hải Dương",,"2004-09-05","Hà Nội","Hà Nội","Dao",,,"2023-08-18","Số 461 tổ dân phố 7 phường La Khê","false"
"00000000981","000000461","2024-02-03","Cục cảnh sát quản lý về trật tự xã hội","Dung Lucien",,"1969-12-23","Lâm Đồng","Trà Vinh","Thái",,,"2016-06-26","Số 462 tổ dân phố 7 phường La Khê","false"
"00000000982","000000461","2022-04-29","Cục cảnh sát quản lý về trật tự xã hội","Lý Twanna",,"1970-10-10","Bình Định","Bình Phước","Nùng",,,"2024-09-18","Số 462 tổ dân phố 7 phường La Khê","true"
"00000000983","000000461","2023-12-09","Cục cảnh sát quản lý về trật tự xã hội","Dung Mai",,"1994-05-24","Hà Nội","Hà Nội","Thái",,,"2024-11-05","Số 462 tổ dân phố 7 phường La Khê","false"
"00000000984","000000462","2022-07-24","Cục cảnh sát quản lý về trật tự xã hội","Trinh Wm",,"1997-06-11","Bến Tre","Bình Dương","Khmer",,,"2023-08-28","Số 463 tổ dân phố 7 phường La Khê","false"
"00000000985","000000462","2022-07-12","Cục cảnh sát quản lý về trật tự xã hội","Trinh Trịnh",,"2019-05-28","Hà Nội","Hà Nội","Khmer",,,"2023-10-04","Số 463 tổ dân phố 7 phường La Khê","false"
"00000000986","000000463","2022-05-29","Cục cảnh sát quản lý về trật tự xã hội","Thảo Tod",,"1964-03-20","Quảng Trị","Hải Dương","Tày",,,"2022-04-15","Số 464 tổ dân phố 7 phường La Khê","false"
"00000000987","000000464","2023-01-23","Cục cảnh sát quản lý về trật tự xã hội","Nhân Domenic",,"1955-04-03","Cao Bằng","Đồng Tháp","Nùng",,,"1988-10-20","Số 465 tổ dân phố 7 phường La Khê","false"
"00000000988","000000465","2023-06-10","Cục cảnh sát quản lý về trật tự xã hội","Vương Haywood",,"1977-08-29","Đồng Nai","Hà Tây","Gia Rai",,,"2016-07-23","Số 466 tổ dân phố 7 phường La Khê","false"
"00000000989","000000466","2024-09-19","Cục cảnh sát quản lý về trật tự xã hội","Triệu Keven",,"1970-09-09","Đồng Nai","Hậu Giang","Hoa",,,"2016-01-27","Số 467 tổ dân phố 7 phường La Khê","false"
"00000000990","000000466","2024-09-08","Cục cảnh sát quản lý về trật tự xã hội","Mai Kelly",,"1970-11-13","Bà Rịa Vũng Tàu","Bến Tre","Mường",,,"2021-10-24","Số 467 tổ dân phố 7 phường La Khê","false"
"00000000991","000000466","2022-09-30","Cục cảnh sát quản lý về trật tự xã hội","Triệu Hà",,"1991-11-19","Hà Nội","Hà Nội","Hoa",,,"2024-01-14","Số 467 tổ dân phố 7 phường La Khê","false"
